id|url|date|renderedContent|hashtags|replyCount|retweetCount|likeCount
1584518197717667841|https://twitter.com/poor_and_clean/status/1584518197717667841|2022-10-24 12:12:31+00:00|@brecht_dp The Book Thief and They Both Die at the End||4|0|6
1584515759522254850|https://twitter.com/RozellaSchambe1/status/1584515759522254850|2022-10-24 12:02:50+00:00|"MARKUS ZUSAK signed ""The Book Thief"" Hardcover Book FIRST ANNIVERSARY EDITION 88RFI8C

amazon.com/dp/B01N7AMTQX?… https://t.co/XiIv8hs0wi"||0|0|0
1584512853028970496|https://twitter.com/bingbingliucdc1/status/1584512853028970496|2022-10-24 11:51:17+00:00|At this weekend, I plan to watch Boxing type of movie,then I will read a book named &lt;The Book Thief&gt; , and listen to AC/DC and I called my weekend plan Rock Mediterranean because this weekend plan also has The Cinque Terre at noon.||0|0|0
1584500877003399170|https://twitter.com/Bekionist/status/1584500877003399170|2022-10-24 11:03:42+00:00|"@DrunkScribe The Book Thief and Farenheit 451.
Those two have seen enough burnings in their life times."||2|0|2
1584499099164102656|https://twitter.com/Allison73320795/status/1584499099164102656|2022-10-24 10:56:38+00:00|"@erinentrada When I was younger, The Neverending Story.
Older- Harry Potter. The Book Thief"||0|0|0
1584477745324904449|https://twitter.com/louissunmoss/status/1584477745324904449|2022-10-24 09:31:47+00:00|i have finished the little life and now ppl are saying the only thing that has made them feel as sad is a book called the book thief and these are two of the five books i ordered for my bday what does that say about me||0|0|0
1584439921535635456|https://twitter.com/bingbingliucdc1/status/1584439921535635456|2022-10-24 07:01:29+00:00|At this weekend, I plan to watch Dark Comedies type of movie,then I will read a book named &lt;The Book Thief&gt; and I called my weekend plan Historical Night-changes because this weekend plan also has One direction s songs. In the end, I will go to Santorini at night.||0|1|0
1584438706936877056|https://twitter.com/wouIdyoutrustme/status/1584438706936877056|2022-10-24 06:56:39+00:00|HELLO HAS ANYONE READ THE BOOK THIEF||0|0|0
1584427294147256320|https://twitter.com/bingbingliucdc1/status/1584427294147256320|2022-10-24 06:11:18+00:00|At this weekend, I plan to watch Sports Documentaries type of movie,then I will read a book named &lt;The Book Thief&gt; , and listen to Led Zeppelin and I called my weekend plan Blues Youth because this weekend plan also has Disney Theme Park in the morning.||0|0|0
1584418954205806593|https://twitter.com/asheubertbot/status/1584418954205806593|2022-10-24 05:38:10+00:00|You know, the book thief we encountered in town.||0|0|0
1584404300310028289|https://twitter.com/yourbestiereads/status/1584404300310028289|2022-10-24 04:39:56+00:00|@pagesofvelaris Wow. Is the book thief dedicated to you?||1|0|1
1584388120841068544|https://twitter.com/nemo_nista/status/1584388120841068544|2022-10-24 03:35:39+00:00|Do you struggle picking out what to read next? why don't you try: The book thief 📚. Whats some of your favourite books to read?📖||0|0|0
1584364177853849600|https://twitter.com/paradiserots/status/1584364177853849600|2022-10-24 02:00:30+00:00|One was a book thief. The other stole the sky.||0|0|0
1584337540911288320|https://twitter.com/fandomonian_/status/1584337540911288320|2022-10-24 00:14:39+00:00|Do you struggle picking out what book to read next? Why don't you try: The book Thief. Check back in an hour for more recommendations.||0|0|0
1584336728331939841|https://twitter.com/kaedcore/status/1584336728331939841|2022-10-24 00:11:26+00:00|I FINISHEEDDDD THE BOOK THIEF 😭😭😭||1|0|0
1584329139879755777|https://twitter.com/bingbingliucdc1/status/1584329139879755777|2022-10-23 23:41:17+00:00|At this weekend, I plan to watch Sci-Fi Dramas type of movie,then I will read a book named &lt;The Book Thief&gt; and I called my weekend plan Historical Jude because this weekend plan also has The Beatles s songs. In the end, I will go to Venice at noon.||0|0|0
1584319082685378560|https://twitter.com/bingbingliucdc1/status/1584319082685378560|2022-10-23 23:01:19+00:00|At this weekend, I plan to watch Sports &amp; Fitness and I called my weekend plan Steep Parklife because this weekend plan also has  &lt;The Book Thief&gt; , and listen to Blur s songs. In the end, I will go to World¡¯s Tallest Glass Bottomed Bridge in the morning.||0|0|0
1584296418788794370|https://twitter.com/bingbingliucdc1/status/1584296418788794370|2022-10-23 21:31:15+00:00|At this weekend, I plan to watch Crime Thrillers type of movie,then I will read a book named &lt;The Book Thief&gt; and I called my weekend plan Fantasy Thunderstruck because this weekend plan also has AC/DC s songs. In the end, I will go to Santorini in the morning.||0|0|0
1584292819836891137|https://twitter.com/SetTheVibe421/status/1584292819836891137|2022-10-23 21:16:57+00:00|Vibe-chaser, try adding creme brûlée, The Book Thief and Of Monsters and Men into your daily routine today. BONUS: Set Fireflies as your alarm ringtone! It's only right!||0|0|0
1584279143272718336|https://twitter.com/MeesterOh/status/1584279143272718336|2022-10-23 20:22:36+00:00|"@tedcruz Instead of doing the job you were sent to Congress to do, you spent that time writing a book? THIEF!
LAZY! 
RESIGN!
VOTE HIM OUT!!"||0|0|0
1584265589375131648|https://twitter.com/DanOd_4/status/1584265589375131648|2022-10-23 19:28:45+00:00|I was not prepared for the last few chapters of the Book Thief 😩😭||1|0|2
1584263487898804224|https://twitter.com/wendysbird/status/1584263487898804224|2022-10-23 19:20:24+00:00|"the book thief       lovely war
                         🤝
making me cry because of how deeply death was moved by humans"||0|0|0
1584244049304637440|https://twitter.com/iamtedcruz69/status/1584244049304637440|2022-10-23 18:03:09+00:00|@DariaMichele The Book Thief||0|0|1
1584224815082532865|https://twitter.com/wordsona_page/status/1584224815082532865|2022-10-23 16:46:44+00:00|“it’s like getting in a car knowing it’s going to crash” - @deathbytbr, reading The Book Thief, of which I am forcing her to read 😌||1|1|5
1584213520588996608|https://twitter.com/anoldparchmcnt/status/1584213520588996608|2022-10-23 16:01:51+00:00|"➤ The Book Thief (2005).
➤ By Markus Zusak.

                          ★★★★★ https://t.co/43RissCjCe"||1|0|0
1584194867827077120|https://twitter.com/bookpoets/status/1584194867827077120|2022-10-23 14:47:44+00:00|@iamborderpolar I’m thinking about rereading The Book Thief. I read it years ago but I think it might be something good to pick up again||1|0|7
1584189809064497159|https://twitter.com/eclary84/status/1584189809064497159|2022-10-23 14:27:37+00:00|"""I do not carry a sickle or scythe.
I only wear a hooded black robe when it's cold. And I don't have those skull-like facial features you seem to enjoy pinning on me..."" Markus Zusak, The Book Thief. #31daysofspooky #quote #bookwormghost  #ofdarkandmacabre
#bookchatweekly https://t.co/ekLOq3pDRD"|'31daysofspooky', 'quote', 'bookwormghost', 'ofdarkandmacabre', 'bookchatweekly'|0|6|25
1584171578182422528|https://twitter.com/errydio/status/1584171578182422528|2022-10-23 13:15:11+00:00|@dolphinblanket @snowandwolves the book thief is great, I loved every page, def second this rec||2|0|3
1584170607255506945|https://twitter.com/bingbingliucdc1/status/1584170607255506945|2022-10-23 13:11:19+00:00|At this weekend, I plan to watch Deep Sea Horror and I called my weekend plan Deep-sea &amp;Reading because this weekend plan also has &lt;The Book Thief&gt; , and listen to Slipknot s songs. In the end, I will go to World¡¯s Tallest Glass Bottomed Bridge in the morning.||0|0|0
1584169342362480641|https://twitter.com/onyekachilorenz/status/1584169342362480641|2022-10-23 13:06:18+00:00|@TundeTASH The Book Thief https://t.co/89e80ROMVW||0|0|1
1584163150122799105|https://twitter.com/AlexMaison33/status/1584163150122799105|2022-10-23 12:41:41+00:00|@Short_Arse_Nerd @greysskull Paper towns is an excellent read! I would also recommend Looking For Alaska if you end up digging Green, also the Book Thief is a nice read - for variety His Dark Materials series, if you like witchy vampire stuff the House of Night series is interesting as well||1|0|2
1584152502509109249|https://twitter.com/Nytloc/status/1584152502509109249|2022-10-23 11:59:23+00:00|@oisindayo @real_lord_miles @Spoglesburgman One of my favorite examples of this is in the novel The Book Thief, where one of the main characters is a kid who idolizes Olympiad runner Jesse Owens and colors himself black to go running in tribute of him. Thing is, the book takes place in Nazi Germany, so his parents…||3|1|33
1584126116221972481|https://twitter.com/fandomonian_/status/1584126116221972481|2022-10-23 10:14:32+00:00|Do you struggle picking out what book to read next? Why don't you try: The book Thief. Check back in an hour for more recommendations.||0|0|1
1584119491138420736|https://twitter.com/motombo87/status/1584119491138420736|2022-10-23 09:48:12+00:00|"@ashly_burch The Book Thief
Robopocalypse
The Lorien Series (I Am Number Four etc)
Blade Runner 2-4 by K W Jeter"||0|0|0
1584090610901741568|https://twitter.com/girlycoded/status/1584090610901741568|2022-10-23 07:53:27+00:00|probably the kite runner or the book thief twitter.com/johnnykavagf/s…||0|0|1
1584048336511737858|https://twitter.com/anielareads/status/1584048336511737858|2022-10-23 05:05:28+00:00|@daleilahmh ace of spades (tws), the book thief, malibu rising, if we were villains, radio silence, solitaire||0|0|0
1584019608331161600|https://twitter.com/bingbingliucdc1/status/1584019608331161600|2022-10-23 03:11:18+00:00|At this weekend, I plan to watch Anime Horror and I called my weekend plan ACG-Horror Wall because this weekend plan also has  &lt;The Book Thief&gt; , and listen to Pink Floyd s songs. In the end, I will go to Venice at noon.||0|0|0
1584017287144964097|https://twitter.com/alattebs/status/1584017287144964097|2022-10-23 03:02:05+00:00|i finished reading the book thief days ago but i can’t still stop thinking about it....||0|0|0
1584001932389076992|https://twitter.com/SandraDanby/status/1584001932389076992|2022-10-23 02:01:04+00:00|The Book Thief review – assured and courageous musical adaptation of global bestseller #stage theguardian.com/stage/2022/sep…|'stage'|0|0|1
1583999397888606209|https://twitter.com/atlasobscura/status/1583999397888606209|2022-10-23 01:51:00+00:00|Deemed as “the most active professional book thief in the history of America,” Shinn raised the stakes of both library security and library theft.  atlasobscura.com/articles/james…||2|18|43
1583994435213221888|https://twitter.com/bingbingliucdc1/status/1583994435213221888|2022-10-23 01:31:17+00:00|At this weekend, I plan to watch Horror and I called my weekend plan Horror &amp;Reading because this weekend plan also has &lt;The Book Thief&gt; , and listen to Ylvis s songs. In the end, I will go to World¡¯s Tallest Glass Bottomed Bridge at night.||0|0|0
1583994083558981632|https://twitter.com/Marbles_SC/status/1583994083558981632|2022-10-23 01:29:53+00:00|@TCTPokemon The Book Thief||0|0|1
